Timestamp,CPU Usage (%),Memory Usage (MB),Disk I/O (KB/s)
2023-11-22 22:55:52,2.53,4411,0
0,,,
0,,,
0,,,
2023-11-22 22:55:55,4.25,4412,0
0,,,
0,,,
0,,,
2023-11-22 22:55:59,2.03,4435,0
0,,,
0,,,
0,,,
2023-11-22 22:56:02,2.49,4434,0
0,,,
0,,,
0,,,
2023-11-22 22:56:06,2.76,4421,0
0,,,
0,,,
0,,,
2023-11-22 22:56:10,1.77,4406,0
0,,,
0,,,
0,,,
2023-11-22 22:56:13,3.76,4398,0
0,,,
0,,,
0,,,
2023-11-22 22:56:17,2.26,4402,0
0,,,
0,,,
0,,,
2023-11-22 22:56:21,1.27,4403,0
0,,,
0,,,
0,,,
2023-11-22 22:56:24,1.77,4392,0
0,,,
0,,,
0,,,
2023-11-22 22:56:28,1.26,4402,0
0,,,
0,,,
0,,,
2023-11-22 22:56:31,2.26,4402,0
0,,,
0,,,
0,,,
2023-11-22 22:56:35,2.01,4403,0
0,,,
0,,,
0,,,
2023-11-22 22:56:39,1.51,4409,0
0,,,
0,,,
0,,,
2023-11-22 22:56:42,2.26,4399,0
0,,,
0,,,
0,,,
2023-11-22 22:56:46,3.76,4391,0
0,,,
0,,,
0,,,
2023-11-22 22:56:50,7.77,4394,0
0,,,
0,,,
0,,,
2023-11-22 22:56:53,1.78,4400,0
0,,,
0,,,
0,,,
2023-11-22 22:56:57,2.79,4407,0
0,,,
0,,,
0,,,
2023-11-22 22:57:01,2.49,4358,0
0,,,
0,,,
0,,,
2023-11-22 22:57:04,2.53,4321,0
0,,,
0,,,
0,,,
2023-11-22 22:57:08,2.01,4333,0
0,,,
0,,,
0,,,
2023-11-22 22:57:11,2.26,4339,0
0,,,
0,,,
0,,,
2023-11-22 22:57:15,2.5,4349,0
0,,,
0,,,
0,,,
2023-11-22 22:57:19,2.01,4334,0
0,,,
0,,,
0,,,
2023-11-22 22:57:22,3.23,4322,0
0,,,
0,,,
0,,,
2023-11-22 22:57:26,1.52,4335,0
0,,,
0,,,
0,,,
2023-11-22 22:57:30,3.02,4346,0
0,,,
0,,,
0,,,
2023-11-22 22:57:33,2.02,4355,0
0,,,
0,,,
0,,,
2023-11-22 22:57:37,1.52,4339,0
0,,,
0,,,
0,,,
2023-11-22 22:57:40,1.26,4348,0
0,,,
0,,,
0,,,
2023-11-22 22:57:44,1.5,4356,0
0,,,
0,,,
0,,,
2023-11-22 22:57:48,2.77,4364,0
0,,,
0,,,
0,,,
2023-11-22 22:57:51,3.5,4364,0
0,,,
0,,,
0,,,
2023-11-22 22:57:55,2.52,4349,0
0,,,
0,,,
0,,,
2023-11-22 22:57:58,2.02,4350,0
0,,,
0,,,
0,,,
2023-11-22 22:58:02,2.52,4352,0
0,,,
0,,,
0,,,
2023-11-22 22:58:06,1.76,4354,0
0,,,
0,,,
0,,,
2023-11-22 22:58:09,3.53,4338,0
0,,,
0,,,
0,,,
2023-11-22 22:58:13,1.76,4347,0
0,,,
0,,,
0,,,
2023-11-22 22:58:17,2.26,4349,0
0,,,
0,,,
0,,,
2023-11-22 22:58:20,2.02,4350,0
0,,,
0,,,
0,,,
2023-11-22 22:58:24,2.75,4347,0
0,,,
0,,,
0,,,
2023-11-22 22:58:28,1.26,4338,0
0,,,
0,,,
0,,,
2023-11-22 22:58:31,2.27,4305,0
0,,,
0,,,
0,,,
2023-11-22 22:58:35,2.74,4308,0
0,,,
0,,,
0,,,
2023-11-22 22:58:38,11.25,4025,0
0,,,
0,,,
0,,,
2023-11-22 22:58:42,2.25,3993,0
0,,,
0,,,
0,,,
AVERAGE,4.68631578947368,4361.36842105263,0
