Timestamp,CPU Usage (%),Memory Usage (MB),Disk I/O (KB/s)
2023-11-22 22:46:27,7.3,4031,0
0,,,
0,,,
0,,,
2023-11-22 22:46:31,16.88,4029,0
0,,,
0,,,
0,,,
2023-11-22 22:46:35,4.56,4259,0
0,,,
0,,,
0,,,
2023-11-22 22:46:38,2.03,4269,0
0,,,
0,,,
0,,,
2023-11-22 22:46:42,3.79,4259,0
0,,,
0,,,
0,,,
2023-11-22 22:46:46,1.26,4263,0
0,,,
0,,,
0,,,
2023-11-22 22:46:49,9.5,4270,0
0,,,
0,,,
0,,,
2023-11-22 22:46:53,2.5,4252,0
0,,,
0,,,
0,,,
2023-11-22 22:46:56,3.78,4244,0
0,,,
0,,,
0,,,
2023-11-22 22:47:00,3.26,4255,0
0,,,
0,,,
0,,,
2023-11-22 22:47:04,0.76,4242,0
0,,,
0,,,
0,,,
2023-11-22 22:47:07,7.42,4255,0
0,,,
0,,,
0,,,
2023-11-22 22:47:11,12.47,4276,0
0,,,
0,,,
0,,,
2023-11-22 22:47:15,29.04,4346,0
0,,,
0,,,
0,,,
2023-11-22 22:47:19,39.2,4354,0
0,,,
0,,,
0,,,
2023-11-22 22:47:23,7.51,4379,0
0,,,
0,,,
0,,,
2023-11-22 22:47:26,12.53,4377,0
0,,,
0,,,
0,,,
2023-11-22 22:47:30,1.52,4373,0
0,,,
0,,,
0,,,
2023-11-22 22:47:34,1.25,4352,0
0,,,
0,,,
0,,,
2023-11-22 22:47:37,1.26,4337,0
0,,,
0,,,
0,,,
2023-11-22 22:47:41,12.34,4343,0
0,,,
0,,,
0,,,
2023-11-22 22:47:44,2.26,4269,0
0,,,
0,,,
0,,,
2023-11-22 22:47:48,2.26,4250,0
0,,,
0,,,
0,,,
2023-11-22 22:47:52,1,4253,0
0,,,
0,,,
0,,,
2023-11-22 22:47:55,4.31,4258,0
0,,,
0,,,
0,,,
2023-11-22 22:47:59,2.77,4275,0
0,,,
0,,,
0,,,
2023-11-22 22:48:03,4.53,4252,0
0,,,
0,,,
0,,,
2023-11-22 22:48:06,2.26,4261,0
0,,,
0,,,
0,,,
